CPU-etcd-minikube,CPU-kalic,Memory_Cache-etcd-minikube,Memory_Cache-kalic,Memory-etcd-minikube,Memory-kalic,write-etcd-minikube,write-kalic
0.199,297.01,33.0,2416.64,72.8,209,7.98,6.2
0.198,284.88,33.0,2549.76,72.8,212,7.95,6.03
0.2,296.9,33.0,1648.64,72.8,194,8.05,6.32
0.199,296.87,33.1,1771.52,72.8,188,8.03,6.29
0.199,296.84,33.1,1884.16,72.8,196,8.12,6.29
0.2,285.43,33.1,1996.8,72.8,198,8.13,6.02
0.199,285.25,33.1,2058.24,72.8,198,8.14,5.95
0.199,296.9,33.2,2201.6,72.8,208,8.12,6.2
0.198,296.89,33.2,2314.24,72.8,225,8.13,6.15
0.197,296.82,33.2,2457.6,72.8,217,8.1,6.09
0.197,296.79,33.2,1576.96,72.8,190,8.14,6.12
0.197,296.82,33.3,1638.4,72.8,189,8.08,6.14
0.187,283.41,33.3,1781.76,72.8,193,7.63,5.82
0.196,296.85,33.3,1863.68,72.8,193,7.9,6.14
0.187,296.79,33.4,1996.8,72.8,198,7.45,6.09
0.186,296.71,33.4,2129.92,72.8,200,7.44,6.15
0.196,296.7,33.4,2242.56,72.8,202,7.82,6.14
0.196,296.66,33.4,2365.44,72.8,211,7.82,6.19
0.196,285.86,33.5,2416.64,72.8,220,7.72,5.97
0.197,296.65,33.5,1587.2,72.8,189,7.81,6.26
0.197,296.69,33.5,1699.84,72.8,192,7.91,6.32
0.189,296.72,33.5,1761.28,72.8,194,7.6,6.24
0.199,296.74,33.6,1894.4,72.8,191,8.08,6.2
0.191,296.78,33.6,1986.56,72.8,201,7.73,6.24
0.199,296.86,33.6,2099.2,72.8,202,8.04,6.25
0.199,296.9,33.6,2222.08,72.8,211,7.95,6.23
0.198,296.91,33.7,2324.48,72.8,214,7.97,6.19
0.189,296.89,33.7,2457.6,72.8,215,7.63,6.16
0.19,296.92,33.7,1576.96,72.8,181,7.65,6.14
0.191,283.51,33.7,1628.16,72.8,214,7.69,5.88
0.197,296.91,33.8,1812.48,72.9,187,8.01,6.21
0.198,296.88,33.8,1884.16,72.9,195,7.97,6.24
0.197,296.89,33.8,1976.32,72.8,196,8.0,6.22
0.196,296.94,33.9,2109.44,72.9,209,7.99,6.17
0.188,296.9,33.9,2211.84,72.9,206,7.73,6.21
0.196,296.94,33.9,2355.2,72.9,215,8.07,6.19
0.196,284.08,33.9,2467.84,72.9,211,8.1,6.0
0.197,297.01,34.0,1576.96,72.9,192,8.08,6.25
0.195,296.95,34.0,1699.84,72.9,202,8.0,6.35
0.197,296.95,34.0,1771.52,72.9,195,8.05,6.26
0.197,296.96,34.0,1873.92,72.9,192,8.11,6.22
0.196,296.98,34.1,2048.0,72.9,203,8.09,6.15
0.196,296.93,34.1,2160.64,72.9,208,8.07,6.15
0.197,296.87,34.1,2222.08,72.9,200,8.03,6.17
0.197,296.9,34.1,2385.92,72.9,212,7.97,6.09
0.197,282.61,34.2,2447.36,72.9,216,7.91,5.78
0.197,296.83,34.2,2570.24,72.9,215,7.96,6.03
0.188,296.87,34.2,1679.36,72.9,185,7.66,6.11
0.197,296.79,34.2,1832.96,72.9,191,8.04,6.04
0.197,296.77,34.3,1914.88,72.9,197,8.03,6.03
0.19,296.77,34.3,2037.76,72.9,204,7.77,6.06
0.196,296.75,34.3,2181.12,72.9,202,8.07,6.06
0.19,285.36,34.3,2222.08,72.9,205,7.78,5.83
0.196,296.77,34.4,2375.68,72.9,210,8.01,6.05
0.188,296.67,34.4,2447.36,72.9,214,7.71,6.12
0.197,296.66,34.4,1576.96,72.9,186,8.03,6.13
0.196,296.58,34.4,1689.6,72.9,190,8.04,6.23
0.196,296.6,34.5,1802.24,72.9,195,8.08,6.13
0.195,283.96,34.5,1925.12,72.9,196,7.92,5.86
0.196,281.71,34.5,1986.56,72.9,203,7.99,5.84
0.196,296.63,34.6,2160.64,72.9,206,7.97,6.16
0.195,296.64,34.6,2273.28,72.9,201,8.01,6.14
0.195,296.61,34.6,2406.4,72.9,211,8.09,6.16
0.196,296.56,34.6,2478.08,72.9,214,8.08,6.19
0.196,296.51,34.7,1628.16,72.9,180,8.12,6.26
0.187,296.46,34.7,1740.8,72.9,262,7.79,6.31
0.197,296.49,34.7,1853.44,72.9,198,8.08,6.19
0.196,296.48,34.7,1955.84,72.9,195,8.11,6.21
0.197,296.51,34.8,2078.72,72.9,201,8.04,6.17
0.196,296.56,34.8,2140.16,72.9,211,8.07,6.16
0.198,296.55,34.8,2242.56,72.9,205,8.05,6.15
0.197,285.5,34.8,2416.64,72.9,214,8.03,5.97
0.191,286.85,34.9,2478.08,72.9,209,7.78,5.98
0.197,296.64,34.9,1607.68,72.9,187,8.03,6.21
0.188,296.69,34.9,1720.32,72.9,193,7.63,6.24
0.196,296.69,34.9,1863.68,72.9,191,8.03,6.22
0.196,296.7,35.0,1966.08,72.9,197,7.99,6.23
0.196,296.7,35.0,2088.96,72.9,199,7.99,6.21
0.189,296.63,35.0,2160.64,72.9,202,7.7,6.19
0.196,296.65,35.1,2304.0,72.9,211,7.98,6.16
0.196,296.67,35.1,2365.44,72.9,216,8.03,6.19
0.197,296.67,35.1,2529.28,72.9,219,8.03,6.14
0.196,284.21,35.1,1607.68,72.9,185,7.93,5.91
0.195,284.23,35.2,1720.32,72.9,192,7.96,5.88
0.196,296.59,35.2,1832.96,72.9,188,7.98,6.13
0.195,296.58,35.2,1955.84,72.9,194,7.99,6.13
0.196,296.56,35.2,2078.72,72.9,204,7.95,6.13
0.196,284.49,35.3,2201.6,72.9,202,8.04,5.9
0.19,286.47,35.3,2252.8,72.9,204,7.79,5.9
0.185,296.51,35.3,2437.12,72.9,219,7.52,6.12
0.196,296.55,35.3,2519.04,72.9,212,7.96,6.13
0.188,285.93,35.4,1648.64,72.9,187,7.72,6.0
0.196,284.71,35.4,1699.84,72.9,182,7.97,5.98
0.196,296.46,35.4,1853.44,72.9,191,7.95,6.17
0.197,296.41,35.4,1966.08,72.9,199,7.93,6.17
0.188,296.4,35.5,2068.48,72.9,202,7.58,6.15
0.198,296.38,35.5,2201.6,72.9,202,7.86,6.17
0.197,296.36,35.5,2304.0,72.9,210,7.87,6.19
0.197,296.39,35.6,2416.64,72.9,209,7.76,6.2
0.196,296.38,35.6,2508.8,72.9,210,7.81,6.22
0.19,296.35,35.6,1628.16,72.9,191,7.59,6.31
0.197,296.35,35.6,1761.28,72.9,191,7.83,6.14
0.198,296.35,35.7,1873.92,72.9,202,7.87,6.08
0.197,296.4,35.7,1935.36,72.9,199,7.87,6.06
0.197,282.63,35.7,2048.0,72.9,203,7.89,5.76
0.196,296.38,35.7,2222.08,72.9,205,7.92,6.1
0.196,282.02,35.8,2324.48,72.9,211,7.96,5.85
0.197,296.3,35.8,2385.92,72.9,212,8.04,6.19
0.195,284.56,35.8,2560.0,72.9,218,8.04,5.95
0.196,296.16,35.8,1628.16,72.9,189,8.06,6.23
0.19,296.18,35.9,1761.28,72.9,191,7.79,6.32
0.196,296.08,35.9,1873.92,72.9,197,8.04,6.52
0.196,296.04,35.9,1996.8,72.9,193,8.02,6.69
0.196,296.0,35.9,2109.44,72.9,208,8.11,6.71
0.195,282.15,36.0,2160.64,72.9,206,8.07,6.49
0.197,296.06,36.0,2304.0,72.9,204,8.06,6.79
0.197,296.02,36.0,2426.88,72.9,220,8.04,6.79
0.196,296.02,36.0,2539.52,72.9,208,8.0,6.81
0.188,296.0,36.1,1669.12,72.9,198,7.61,6.85
0.197,296.01,36.1,1792.0,72.9,189,8.03,6.91
0.197,296.01,36.1,1904.64,72.9,200,7.93,6.89
0.196,296.04,36.2,1966.08,72.9,201,7.96,6.84
0.198,295.97,36.2,2088.96,72.9,206,8.01,6.84
0.186,296.01,36.2,2191.36,72.9,203,7.5,6.8
0.196,295.98,36.2,2304.0,72.9,204,7.96,6.83
0.189,295.99,36.3,2416.64,73.0,208,7.67,6.85
0.196,296.02,36.3,2529.28,72.9,216,8.04,6.85
0.196,296.09,36.3,1628.16,73.0,187,8.05,6.86
0.188,296.14,36.3,1761.28,72.9,191,7.65,6.88
0.197,285.23,36.4,1884.16,72.9,192,8.08,6.55
0.195,296.29,36.4,1996.8,73.0,201,8.09,6.71
0.188,285.96,36.4,2068.48,72.9,204,7.79,6.47
0.195,296.38,36.4,2211.84,73.0,203,8.14,6.63
0.195,286.93,36.5,2304.0,73.0,207,8.15,6.41
0.187,296.42,36.5,2437.12,73.0,213,7.85,6.54
0.195,281.9,36.5,2508.8,73.0,213,8.13,6.22
0.196,296.4,36.5,1648.64,73.0,190,8.11,6.58
0.187,296.44,36.6,1802.24,73.0,198,7.68,6.43
0.183,296.46,36.6,1873.92,73.0,195,7.53,6.32
0.195,296.45,36.6,1996.8,73.0,201,7.91,6.23
0.197,295.91,36.6,2099.2,73.0,197,7.95,6.15
0.2,295.43,36.7,2252.8,73.0,213,7.99,6.1
0.201,295.36,36.7,2365.44,73.0,211,8.04,6.08
0.2,295.28,36.7,2478.08,73.0,215,8.07,6.12
0.199,295.13,36.8,2570.24,73.0,214,8.03,6.1
0.2,295.03,36.8,1669.12,73.0,194,7.98,6.18
0.2,294.97,36.8,1781.76,73.0,195,8.01,6.12
0.199,284.52,36.8,1884.16,73.0,194,7.99,5.9
0.199,294.71,36.8,1996.8,73.0,193,8.01,6.14
0.198,294.81,36.9,2099.2,73.0,203,8.03,6.13
0.187,295.48,36.9,2263.04,73.0,206,7.67,6.19
0.197,295.56,36.9,2314.24,73.0,210,8.05,6.24
0.187,295.69,37.0,2437.12,73.0,208,7.63,6.23
0.19,284.74,37.0,2529.28,73.0,216,7.67,5.97
0.197,282.69,37.0,1710.08,73.0,192,7.98,5.97
0.186,295.93,37.0,1771.52,73.0,190,7.57,6.25
0.197,296.13,37.1,1884.16,73.0,198,8.02,6.2
0.197,296.2,37.1,2037.76,73.0,204,7.93,6.13
0.189,296.34,37.1,2140.16,73.0,212,7.68,6.11
0.197,296.39,37.1,2222.08,73.0,205,7.93,6.11
0.189,296.57,37.2,2385.92,73.0,211,7.62,6.1
0.188,296.59,37.2,2467.84,73.0,213,7.53,6.16
0.196,296.56,37.2,2375.68,73.0,208,7.92,6.14
0.196,296.55,37.2,1689.6,73.0,186,7.9,6.2
0.195,296.52,37.3,1832.96,73.0,197,7.96,6.14
0.196,296.48,37.3,1894.4,73.0,199,8.02,6.17
0.187,296.42,37.3,2017.28,73.0,200,7.71,6.2
0.196,296.41,37.3,2119.68,73.0,200,8.06,6.22
0.195,296.4,37.4,2222.08,73.0,209,8.06,6.26
0.183,296.29,37.4,2355.2,73.0,213,7.51,6.26
0.196,282.03,37.4,2478.08,73.0,212,8.15,5.96
0.197,296.14,37.5,1587.2,73.0,185,8.17,6.32
0.196,282.49,37.5,1710.08,73.0,186,8.14,6.07
0.197,296.12,37.5,1802.24,73.0,193,8.15,6.36
0.2,285.62,37.5,1894.4,73.0,198,8.1,6.16
0.199,295.45,37.6,2007.04,73.0,205,8.14,6.38
0.199,295.32,37.6,2119.68,73.0,205,8.05,6.36
0.199,295.25,37.6,2242.56,73.0,211,7.97,6.32
0.199,295.25,37.6,2375.68,73.0,213,7.99,6.37
0.198,295.2,37.7,2478.08,73.0,211,8.0,6.32
0.198,280.99,37.7,1587.2,73.0,186,7.92,5.99
0.198,295.16,37.7,1699.84,73.0,193,8.01,6.39
0.198,281.49,37.7,1822.72,73.0,192,8.02,6.02
0.197,295.14,37.8,1935.36,73.0,192,8.03,6.33
0.187,295.55,37.8,2037.76,73.0,202,7.68,6.3
0.196,295.71,37.8,2129.92,73.0,204,8.11,6.31
0.197,295.71,37.8,2252.8,73.0,207,8.12,6.34
0.197,295.71,37.9,2365.44,73.0,206,8.19,6.32
0.189,282.82,37.9,2488.32,73.0,220,7.77,6.03
0.197,295.88,37.9,1576.96,73.0,186,8.15,6.25
0.189,282.62,37.9,1689.6,73.0,193,7.8,5.96
0.197,296.01,38.0,1822.72,73.0,188,8.14,6.23
0.197,296.08,38.0,1925.12,73.0,194,8.1,6.21
0.197,282.43,38.0,2068.48,73.0,206,8.13,5.91
0.189,296.2,38.1,2170.88,73.0,201,7.83,6.23
0.19,296.24,38.1,2293.76,73.0,202,7.91,6.21
0.196,286.37,38.1,2344.96,73.0,215,8.14,6.0
0.196,296.22,38.1,2478.08,73.0,216,8.12,6.16
0.196,285.12,38.2,1607.68,73.0,216,8.02,6.04
0.196,296.09,38.2,1699.84,73.0,190,8.11,6.32
0.196,296.1,38.2,1832.96,73.0,195,8.14,6.26
0.196,282.9,38.2,1925.12,73.0,194,8.16,5.98
0.196,296.13,38.3,2037.76,73.0,198,8.16,6.27
0.197,281.56,38.3,2099.2,73.0,204,8.11,6.0
0.197,295.87,38.3,2293.76,73.0,203,8.11,6.29
0.196,295.89,38.3,2385.92,73.0,213,8.04,6.27
0.197,295.91,38.4,2519.04,73.0,216,8.09,6.23
0.192,295.92,38.4,1628.16,73.0,184,7.81,6.35
0.197,285.57,38.4,1720.32,73.0,194,8.02,6.1
0.19,283.23,38.4,1781.76,73.0,190,7.71,6.06
0.198,283.75,38.5,1925.12,73.0,201,8.07,6.0
0.198,296.01,38.5,2048.0,73.0,200,8.06,6.25
0.198,296.09,38.5,2129.92,73.0,203,8.05,6.21
0.189,287.06,38.5,2242.56,73.0,215,7.68,6.0
0.197,281.55,38.6,2396.16,73.0,209,8.14,5.89
0.191,287.44,38.6,2467.84,73.0,215,7.88,6.0
0.197,285.17,38.6,1587.2,73.0,190,8.12,5.95
0.197,296.32,38.6,1751.04,73.0,193,8.08,6.27
0.198,296.36,38.7,1853.44,73.0,198,7.9,6.18
0.19,296.37,38.7,1925.12,73.0,196,7.66,6.22
0.196,296.4,38.7,2048.0,73.0,202,7.98,6.25
0.187,296.4,38.7,2160.64,73.0,199,7.62,6.2
0.197,296.39,38.8,2252.8,73.0,199,8.01,6.21
0.189,278.8,38.8,2324.48,73.0,207,7.6,5.88
0.197,296.27,38.8,2488.32,73.0,221,8.0,6.26
0.196,296.22,38.9,1638.4,73.0,184,7.97,6.3
0.196,296.11,38.9,1751.04,73.0,191,7.97,6.32
0.197,296.06,38.9,1853.44,73.0,196,8.0,6.26
0.195,295.99,38.9,1966.08,73.0,294,7.84,6.26
0.196,284.29,39.0,2027.52,73.0,200,7.92,6.04
0.196,295.89,39.0,2170.88,73.0,211,7.95,6.25
0.196,295.86,39.0,2304.0,73.0,212,8.03,6.27
0.195,295.88,39.1,2437.12,73.0,218,7.99,6.28
0.196,295.97,39.1,2549.76,73.0,217,7.96,6.32
0.196,295.97,39.1,1648.64,73.0,230,7.97,6.41
0.196,295.97,39.1,1751.04,73.0,194,7.94,6.43
0.196,283.31,39.1,1802.24,73.0,201,7.99,6.05
0.195,296.07,39.2,1966.08,73.0,197,7.99,6.29
0.194,296.14,39.2,2058.24,73.0,196,7.95,6.24
0.187,296.15,39.2,2181.12,73.1,202,7.54,6.28
0.195,296.18,39.3,2293.76,73.0,206,8.05,6.25
0.194,296.18,39.3,2437.12,73.0,213,7.94,6.25
0.196,296.15,39.3,2498.56,73.0,211,7.96,6.21
0.188,296.12,39.3,1628.16,73.0,188,7.67,6.26
0.195,296.08,39.4,1740.8,73.1,191,8.01,6.28
0.195,296.09,39.4,1863.68,73.1,197,8.08,6.21
0.186,296.08,39.4,1996.8,73.0,206,7.63,6.17
0.196,296.07,39.4,2068.48,73.1,197,8.02,6.25
0.196,296.05,39.4,2201.6,73.1,208,8.0,6.24
0.197,296.05,39.5,2304.0,73.1,211,8.01,6.22
0.196,296.05,39.5,2406.4,73.1,208,8.04,6.29
0.196,296.04,39.5,2549.76,73.1,212,8.03,6.27
0.197,296.02,39.6,1648.64,73.1,191,8.11,6.35
0.198,284.2,39.6,1720.32,73.1,193,8.06,6.01
0.197,296.08,39.6,1853.44,73.1,191,8.11,6.25
0.197,296.06,39.6,1976.32,73.1,204,8.04,6.24
0.197,296.06,39.7,2078.72,73.1,209,8.07,6.22
0.197,296.06,39.7,2181.12,73.1,198,8.07,6.22
0.196,283.56,39.7,2334.72,73.1,207,8.03,5.94
0.197,295.95,39.7,2396.16,73.1,209,7.93,6.23
0.196,295.92,39.8,2539.52,73.1,212,8.02,6.18
0.196,295.94,39.8,1669.12,73.1,187,8.02,6.29
0.196,295.92,39.8,1771.52,73.1,195,7.95,6.24
0.195,295.93,39.9,1832.96,73.1,194,7.97,6.24
0.195,295.93,39.9,1986.56,73.3,195,7.95,6.33
0.185,285.45,39.9,2109.44,73.1,199,7.51,6.04
0.193,295.98,39.9,2211.84,73.1,204,7.89,6.26
0.194,296.04,40.0,2314.24,73.1,206,7.95,6.26
0.194,296.06,40.0,2467.84,73.1,212,8.06,6.28
0.193,296.05,40.0,2570.24,73.1,219,8.06,6.24
0.193,296.02,40.0,1648.64,73.1,187,7.97,6.31
0.194,295.94,40.1,1761.28,73.1,194,7.97,6.28
0.194,295.95,40.1,1884.16,73.1,199,7.95,6.25
0.195,295.97,40.1,2027.52,73.1,198,8.0,6.21
0.184,295.96,40.1,2129.92,73.1,203,7.57,6.22
0.197,295.94,40.2,2242.56,73.1,203,8.04,6.26
0.189,283.07,40.2,2304.0,73.1,205,7.72,6.01
0.197,295.94,40.2,2467.84,73.1,213,8.0,6.23
0.197,285.87,40.2,2519.04,73.1,208,7.8,6.06
0.199,285.06,40.3,1648.64,73.1,189,7.93,6.07
0.198,283.74,40.3,1730.56,73.1,189,7.87,6.05
0.188,295.88,40.3,1873.92,73.6,197,7.43,6.28
0.197,295.9,40.3,2017.28,73.1,198,7.96,6.28
0.197,295.91,40.4,2099.2,73.1,201,7.86,6.3
0.196,295.92,40.4,2211.84,73.1,206,7.88,6.3
0.195,277.39,40.4,2304.0,73.1,210,7.9,5.89
0.189,295.81,40.4,2437.12,73.1,209,7.67,6.28
0.194,295.82,40.5,2549.76,73.1,215,7.9,6.27
0.195,295.8,40.5,1699.84,73.1,189,7.89,6.45
0.194,285.23,40.5,1751.04,73.1,191,7.88,6.15
0.194,296.04,40.6,1884.16,73.4,206,7.99,6.33
0.194,296.11,40.6,2037.76,73.1,187,7.93,6.35
0.196,285.32,40.6,2119.68,73.1,203,8.07,6.09
0.195,296.1,40.6,2252.8,73.1,208,8.08,6.3
0.195,284.77,40.7,2304.0,73.1,200,8.07,6.06
0.196,296.09,40.7,2457.6,73.1,215,8.1,6.26
0.198,296.08,40.7,2570.24,73.1,213,8.1,6.22
0.188,296.04,40.7,1669.12,73.1,193,7.72,6.32
0.198,296.01,40.8,1822.72,73.1,191,8.11,6.22
0.197,295.93,40.8,1925.12,73.1,200,7.99,6.22
0.197,295.83,40.8,2037.76,73.1,195,7.92,6.16
0.197,283.14,40.8,2099.2,73.1,197,7.95,5.93
0.197,295.83,40.9,2222.08,73.1,201,7.88,6.16
0.198,295.82,40.9,2365.44,73.1,208,7.86,6.23
0.197,295.89,40.9,2467.84,73.1,216,7.95,6.19
0.196,295.91,40.9,1576.96,73.1,189,7.87,6.17
0.197,295.93,41.0,1710.08,73.1,257,7.87,6.3
0.197,295.91,41.0,1771.52,73.1,199,7.94,6.22
0.196,295.99,41.0,1945.6,73.1,195,7.91,6.21
0.187,296.02,41.0,2017.28,73.1,198,7.6,6.22
0.197,296.01,41.1,2140.16,73.1,197,7.98,6.25
0.196,285.95,41.1,2211.84,73.1,208,8.08,6.05
0.196,295.96,41.1,2365.44,73.1,209,8.07,6.19
0.196,295.9,41.2,2478.08,73.1,210,8.12,6.25
0.196,282.5,41.2,2570.24,73.1,212,8.07,6.05
0.196,295.89,41.2,1679.36,73.1,186,8.07,6.38
0.195,295.94,41.2,1781.76,73.1,193,8.09,6.35
0.195,295.85,41.3,1925.12,73.1,197,8.08,6.39
0.187,284.91,41.3,2037.76,73.1,205,7.69,6.12
0.195,295.82,41.3,2170.88,73.1,205,8.07,6.31
0.196,295.86,41.3,2242.56,73.1,204,8.1,6.33
0.196,295.82,41.4,2355.2,73.1,211,8.03,6.37
0.196,281.78,41.4,2457.6,73.1,210,8.04,6.1
0.195,295.86,41.4,2570.24,73.1,212,7.99,6.33
0.196,295.78,41.4,1689.6,73.1,229,7.98,6.41
0.196,295.8,41.5,1812.48,73.1,189,7.97,6.37
0.188,295.8,41.5,1904.64,73.1,193,7.73,6.37
0.196,295.86,41.5,2037.76,73.1,200,7.96,6.33
0.196,295.85,41.5,2129.92,73.1,204,7.98,6.29
0.188,285.41,41.6,2232.32,73.1,207,7.63,6.13
0.196,295.86,41.6,2344.96,73.1,217,8.02,6.32
0.186,295.83,41.6,2488.32,73.1,213,7.59,6.31
0.195,295.75,41.7,1597.44,73.1,199,8.02,6.35
0.196,295.72,41.7,1710.08,73.1,191,8.08,6.44
0.196,295.7,41.7,1812.48,73.1,195,8.06,6.36
0.195,295.73,41.7,1925.12,73.1,198,7.95,6.37
0.195,295.71,41.8,2037.76,73.1,205,7.94,6.39
0.195,295.69,41.8,2170.88,73.1,202,7.98,6.39
0.195,295.74,41.8,2293.76,73.4,207,7.93,6.39
0.197,295.78,41.8,2406.4,73.1,209,7.89,6.35
0.196,295.83,41.9,2478.08,73.1,218,7.94,6.35
0.197,295.77,41.9,1597.44,73.1,182,7.93,6.4
0.19,282.14,41.9,1669.12,73.1,193,7.56,6.13
0.198,282.46,41.9,1771.52,73.1,189,7.86,6.11
0.198,295.86,42.0,1935.36,73.1,202,7.93,6.38
0.199,295.83,42.0,2058.24,73.1,198,8.06,6.34
0.198,295.91,42.0,2160.64,73.1,206,7.99,6.34
0.198,295.92,42.0,2304.0,73.1,206,8.03,6.35
0.187,295.78,42.1,2396.16,73.1,214,7.67,6.34
0.197,295.72,42.1,2519.04,73.1,217,8.12,6.36
0.198,285.58,42.1,1617.92,73.1,185,8.16,6.17
0.197,295.77,42.1,1740.8,73.1,195,8.14,6.42
0.196,295.78,42.2,1863.68,73.1,192,8.12,6.35
0.197,295.79,42.2,1925.12,73.1,191,8.21,6.33
0.197,286.36,42.2,2017.28,73.1,192,8.11,6.13
0.196,295.92,42.3,2181.12,73.1,218,8.15,6.26
0.196,295.93,42.3,2304.0,73.1,206,8.18,6.25
0.197,295.97,42.3,2385.92,73.1,209,8.17,6.25
0.196,296.04,42.3,2478.08,73.2,215,8.11,6.24
0.197,296.0,42.3,1638.4,73.1,190,8.18,6.29
0.197,296.01,42.4,1761.28,73.1,194,8.13,6.35
0.189,296.0,42.4,1863.68,73.1,190,7.77,6.26
0.197,296.01,42.4,1966.08,73.1,199,8.0,6.24
0.198,282.12,42.5,2017.28,73.2,200,7.96,5.95
0.198,295.96,42.5,2170.88,73.1,209,7.95,6.28
0.199,281.05,42.5,2232.32,73.2,204,7.86,5.98
0.191,282.52,42.5,2426.88,73.2,205,7.53,5.99
0.192,295.84,42.6,2519.04,73.2,216,7.5,6.23
0.197,295.84,42.6,1617.92,73.1,191,7.53,6.28
0.197,295.83,42.6,1720.32,73.1,195,7.67,6.29
0.198,295.8,42.6,1843.2,73.2,195,7.72,6.25
0.197,295.82,42.7,1966.08,73.2,197,7.77,6.25
0.186,295.83,42.7,2027.52,73.2,195,7.4,6.25
0.197,281.63,42.7,2129.92,73.2,202,7.86,5.92
0.197,295.88,42.7,2314.24,73.2,207,7.93,6.23
0.197,295.88,42.8,2406.4,73.2,212,7.96,6.26
0.198,295.91,42.8,2519.04,73.2,215,7.98,6.3
0.198,295.93,42.8,1648.64,73.2,195,8.0,6.34
0.198,296.0,42.9,1751.04,73.2,189,7.97,6.31
0.192,296.01,42.9,1853.44,73.2,196,7.76,6.29
