CPU-etcd-minikube,CPU-kalic,Memory_Cache-etcd-minikube,Memory_Cache-kalic,Memory-etcd-minikube,Memory-kalic,write-etcd-minikube,write-kalic
0.199,271.91,42.9,1914.88,73.2,200,8.05,5.79
0.199,295.99,42.9,2088.96,73.2,198,8.03,6.26
0.198,295.93,43.0,2211.84,73.2,201,8.0,6.29
0.19,295.88,43.0,2334.72,73.2,209,7.74,6.31
0.199,282.73,43.0,2437.12,73.2,217,8.06,6.04
0.196,283.05,43.0,2508.8,73.2,228,8.05,6.04
0.197,295.92,43.1,1638.4,73.2,191,8.01,6.38
0.197,295.9,43.1,1761.28,73.2,190,8.05,6.37
0.195,271.2,43.1,1822.72,73.2,194,7.94,5.8
0.195,295.92,43.1,1976.32,73.2,200,7.97,6.29
0.193,295.98,43.2,2099.2,73.2,204,8.0,6.3
0.182,296.06,43.2,2201.6,73.2,202,7.51,6.3
0.195,296.11,43.2,2324.48,73.2,212,8.08,6.32
0.195,296.15,43.3,2447.36,73.2,212,8.09,6.29
0.195,296.16,43.3,2508.8,73.2,220,8.02,6.31
0.196,296.11,43.3,1638.4,73.2,190,8.08,6.4
0.196,296.17,43.3,1751.04,73.2,197,8.04,6.39
0.196,296.15,43.3,1853.44,73.2,202,8.07,6.3
0.198,296.06,43.4,2017.28,73.2,195,7.97,6.25
0.197,296.08,43.4,2109.44,73.2,203,8.06,6.25
0.197,282.7,43.4,2222.08,73.2,208,8.09,6.03
0.198,296.06,43.4,2344.96,73.2,208,8.06,6.31
0.198,295.97,43.5,2457.6,73.2,219,8.01,6.27
0.196,295.87,43.5,2570.24,73.2,216,8.14,6.25
0.196,295.85,43.5,1669.12,73.2,192,8.16,6.39
0.196,284.12,43.6,1730.56,73.2,185,8.17,6.08
0.196,295.8,43.6,1894.4,73.2,194,8.08,6.26
0.197,295.81,43.6,2007.04,73.2,197,8.07,6.26
0.188,285.65,43.6,2068.48,73.2,203,7.67,6.11
0.196,295.74,43.7,2242.56,73.2,209,7.98,6.3
0.188,295.65,43.7,2334.72,73.2,206,7.73,6.27
0.196,284.73,43.7,2406.4,73.2,206,7.98,6.06
0.197,295.67,43.7,2560.0,73.2,216,7.89,6.34
0.197,295.71,43.8,1658.88,73.2,186,7.88,6.37
0.196,295.73,43.8,1771.52,73.2,192,7.88,6.37
0.189,295.72,43.8,1884.16,73.2,196,7.71,6.29
0.186,295.74,43.8,2037.76,73.2,201,7.66,6.32
0.195,295.74,43.9,2099.2,73.2,198,8.0,6.29
0.197,295.74,43.9,2201.6,73.2,206,7.92,6.36
0.197,282.82,43.9,2324.48,73.2,211,7.95,6.07
0.196,295.81,44.0,2478.08,73.2,210,8.0,6.34
0.197,295.81,44.0,1597.44,73.2,187,8.04,6.33
0.196,295.75,44.0,1679.36,73.2,195,8.01,6.42
0.189,295.75,44.0,1802.24,73.2,196,7.79,6.37
0.196,295.73,44.1,1863.68,73.2,195,8.08,6.32
0.196,295.68,44.1,1996.8,73.2,197,8.02,6.36
0.197,295.64,44.1,2129.92,73.2,205,8.1,6.38
0.198,295.59,44.1,2232.32,73.2,212,8.08,6.33
0.191,280.37,44.2,2293.76,73.2,202,7.65,6.02
0.201,294.62,44.2,2457.6,73.2,211,7.94,6.31
0.205,294.11,44.2,2539.52,73.2,209,7.99,6.33
0.203,280.25,44.2,1699.84,73.2,188,7.97,6.08
0.205,284.41,44.3,1761.28,73.2,187,8.05,6.16
0.196,293.86,44.3,1894.4,73.2,196,7.65,6.38
0.205,293.55,44.3,2017.28,73.2,201,7.99,6.34
0.207,292.87,44.3,2160.64,73.2,199,7.99,6.31
0.212,279.77,44.4,2242.56,73.2,206,8.0,6.06
0.207,292.14,44.4,2355.2,73.2,212,7.89,6.3
0.213,292.22,44.4,2467.84,73.2,212,8.11,6.32
0.213,292.19,44.4,1576.96,73.2,186,8.18,6.34
0.215,291.89,44.5,1710.08,73.2,183,8.1,6.44
0.217,291.38,44.5,1822.72,73.2,195,8.06,6.31
0.22,291.1,44.5,1884.16,73.2,196,8.06,6.32
0.223,290.79,44.5,2017.28,73.2,199,8.07,6.3
0.213,290.77,44.6,2109.44,73.2,204,7.62,6.25
0.223,276.85,44.6,2263.04,73.2,204,8.0,5.98
0.223,290.96,44.6,2375.68,73.2,214,7.95,6.25
0.213,277.38,44.6,2488.32,73.2,215,7.58,5.97
0.213,290.92,44.7,2560.0,73.2,212,7.49,6.24
0.224,290.9,44.7,1710.08,73.2,188,7.93,6.34
0.224,290.91,44.7,1781.76,73.2,189,8.01,6.25
0.225,290.84,44.8,1914.88,73.2,200,8.0,6.26
0.224,290.79,44.8,2007.04,73.2,200,7.93,6.24
0.223,290.86,44.8,2140.16,73.2,198,7.96,6.21
0.224,290.84,44.8,2273.28,73.2,203,8.03,6.19
0.213,290.85,44.9,2365.44,73.2,204,7.65,6.22
0.217,290.9,44.9,2467.84,73.2,214,7.78,6.16
0.223,290.97,44.9,1576.96,73.2,180,8.06,6.22
0.223,290.96,44.9,1699.84,73.2,193,7.99,6.31
0.223,291.0,45.0,1832.96,73.2,195,8.0,6.23
0.224,291.05,45.0,1935.36,73.2,196,8.07,6.19
0.224,291.11,45.0,2058.24,73.2,200,8.19,6.16
0.223,291.14,45.0,2170.88,73.2,205,8.16,6.11
0.222,291.09,45.1,2273.28,73.2,208,8.12,6.16
0.222,269.39,45.1,2334.72,73.2,205,8.12,5.72
0.213,279.06,45.1,2457.6,73.2,209,7.73,5.96
0.211,291.09,45.1,2570.24,73.2,218,7.68,6.18
0.222,290.96,45.2,1699.84,73.2,192,8.1,6.23
0.223,290.97,45.2,1822.72,73.2,195,8.13,6.22
0.223,290.93,45.2,1955.84,73.2,193,8.05,6.21
0.224,290.88,45.3,2058.24,73.2,198,8.02,6.26
0.226,290.82,45.3,2181.12,73.2,207,8.09,6.23
0.225,290.87,45.3,2273.28,73.2,211,8.04,6.23
0.224,290.87,45.3,2365.44,73.2,206,8.04,6.25
0.225,274.87,45.4,2426.88,73.2,207,8.07,5.94
0.225,290.85,45.4,1576.96,73.2,188,8.02,6.25
0.225,290.85,45.4,1689.6,73.2,197,8.06,6.36
0.215,290.79,45.4,1812.48,73.2,192,7.62,6.27
0.224,291.01,45.5,1945.6,73.2,194,8.05,6.24
0.221,291.39,45.5,2048.0,73.2,201,8.05,6.26
0.217,291.93,45.5,2160.64,73.2,220,8.09,6.23
0.213,292.38,45.5,2283.52,73.2,213,8.05,6.26
0.211,292.89,45.6,2416.64,73.2,208,8.08,6.25
0.209,293.17,45.6,2519.04,73.2,215,8.04,6.23
0.205,293.52,45.6,1587.2,73.2,190,8.09,6.24
0.184,293.89,45.6,1699.84,73.2,193,7.43,6.35
0.2,294.39,45.7,1853.44,73.3,199,8.15,6.29
0.197,294.98,45.7,1955.84,73.2,197,8.05,6.29
0.196,281.14,45.7,2078.72,73.3,204,7.92,5.96
0.197,270.71,45.8,2129.92,73.3,205,7.96,5.75
0.197,294.98,45.8,2263.04,73.3,199,8.0,6.23
0.199,294.96,45.8,2375.68,73.3,222,8.0,6.27
0.198,295.12,45.8,2508.8,73.3,214,7.97,6.32
0.198,295.25,45.9,1628.16,73.3,186,7.92,6.34
0.199,295.31,45.9,1740.8,73.3,189,7.88,6.37
0.198,284.87,45.9,1802.24,73.3,187,7.96,6.11
0.189,295.41,45.9,1935.36,73.3,201,7.63,6.29
0.198,295.53,46.0,2088.96,73.3,196,8.04,6.3
0.197,295.62,46.0,2150.4,73.3,208,8.03,6.32
0.179,295.62,46.0,2283.52,73.3,202,7.37,6.3
0.196,295.66,46.0,2426.88,73.3,213,8.06,6.27
0.195,295.69,46.1,2529.28,73.5,217,8.05,6.29
0.195,295.7,46.1,1597.44,73.3,197,8.08,6.34
0.197,295.73,46.1,1720.32,73.3,197,8.08,6.35
0.197,295.77,46.1,1863.68,73.3,195,8.05,6.29
0.197,295.76,46.2,1966.08,73.3,199,8.17,6.29
0.19,295.75,46.2,2068.48,73.3,204,7.76,6.32
0.198,295.73,46.2,2160.64,73.3,200,8.04,6.34
0.197,295.68,46.2,2273.28,73.3,205,7.93,6.33
0.198,295.66,46.3,2416.64,73.3,207,8.0,6.33
0.196,295.67,46.3,2529.28,73.3,215,8.01,6.31
0.189,295.59,46.3,1628.16,73.3,194,7.69,6.38
0.189,295.55,46.3,1740.8,73.3,193,7.74,6.43
0.198,295.52,46.4,1843.2,73.3,198,8.06,6.36
0.198,295.51,46.4,1966.08,73.3,195,8.02,6.32
0.188,282.01,46.4,2088.96,73.3,202,7.65,6.05
0.198,295.54,46.5,2181.12,73.3,207,8.16,6.34
0.198,295.6,46.5,2314.24,73.3,208,8.19,6.34
0.198,295.63,46.5,2437.12,73.3,212,8.06,6.3
0.198,295.62,46.5,2498.56,73.3,214,8.08,6.3
0.199,295.54,46.6,1628.16,73.3,192,8.07,6.41
0.199,282.7,46.6,1710.08,73.3,190,8.07,6.02
0.198,295.53,46.6,1863.68,73.3,194,8.1,6.3
0.198,295.55,46.6,1966.08,73.3,195,8.12,6.3
0.198,295.59,46.7,2048.0,73.3,199,8.08,6.31
0.198,270.68,46.7,2140.16,73.3,207,8.05,5.81
0.198,295.61,46.7,2293.76,73.3,208,8.09,6.3
0.192,295.65,46.7,2396.16,73.3,213,7.85,6.31
0.199,295.64,46.8,2508.8,73.3,213,8.03,6.31
0.199,295.59,46.8,1628.16,73.3,189,8.03,6.38
0.199,295.65,46.8,1751.04,73.3,190,8.02,6.39
0.193,295.61,46.8,1853.44,73.3,192,7.8,6.35
0.199,283.8,46.9,1976.32,73.3,191,8.0,6.09
0.199,295.7,46.9,2099.2,73.3,201,8.02,6.33
0.199,295.79,46.9,2222.08,73.3,208,8.01,6.3
0.198,295.79,46.9,2293.76,73.3,206,8.09,6.28
0.198,295.84,47.0,2416.64,73.3,210,8.01,6.3
0.198,295.83,47.0,2539.52,73.3,221,7.99,6.34
0.192,295.85,47.0,1628.16,73.3,185,7.75,6.37
0.198,295.85,47.1,1740.8,73.3,189,7.96,6.39
0.198,295.82,47.1,1863.68,73.3,202,7.95,6.33
0.187,295.8,47.1,1976.32,73.3,192,7.58,6.33
0.198,295.74,47.1,2068.48,73.3,200,7.95,6.28
0.197,295.68,47.2,2232.32,73.3,204,7.97,6.31
0.19,276.64,47.2,2293.76,73.3,210,7.62,5.94
0.198,295.54,47.2,2416.64,73.3,205,7.99,6.3
0.197,295.53,47.2,2529.28,73.3,225,7.96,6.33
0.196,295.46,47.3,1689.6,73.3,185,8.02,6.45
0.196,295.44,47.3,1761.28,73.3,187,8.07,6.42
0.196,277.79,47.3,1812.48,73.3,196,8.06,5.98
0.196,295.56,47.3,1986.56,73.3,198,7.94,6.33
0.195,295.65,47.4,2119.68,73.3,205,7.98,6.3
0.196,295.68,47.4,2242.56,73.3,218,7.97,6.27
0.187,295.72,47.4,2344.96,73.3,204,7.68,6.3
0.195,295.72,47.4,2437.12,73.3,210,8.06,6.28
0.189,295.71,47.5,2549.76,73.3,212,7.82,6.21
0.196,295.64,47.5,1689.6,73.3,193,7.96,6.35
0.198,285.2,47.5,1761.28,73.3,194,8.02,6.06
0.19,295.66,47.5,1863.68,73.3,201,7.65,6.28
0.188,295.6,47.6,1976.32,73.3,201,7.65,6.28
0.198,295.59,47.6,2099.2,73.3,203,8.11,6.25
0.198,295.54,47.6,2232.32,73.3,207,8.06,6.25
0.199,295.54,47.6,2355.2,73.3,211,8.09,6.26
0.197,281.41,47.7,2447.36,73.3,208,8.08,6.0
0.197,295.57,47.7,1587.2,73.3,185,8.01,6.29
0.198,295.59,47.7,1648.64,73.3,187,8.02,6.34
0.197,295.6,47.8,1771.52,73.3,192,8.11,6.3
0.189,276.8,47.8,1832.96,73.3,199,7.79,5.92
0.198,295.49,47.8,1996.8,73.3,202,7.98,6.25
0.197,295.57,47.8,2119.68,73.3,205,8.03,6.25
0.191,295.6,47.9,2232.32,73.3,200,7.76,6.27
0.198,295.59,47.9,2355.2,73.3,211,8.06,6.3
0.197,283.7,47.9,2447.36,73.3,211,8.03,6.05
0.198,281.53,47.9,2508.8,73.3,297,8.06,6.04
0.199,295.48,48.0,1699.84,73.3,195,7.95,6.43
0.198,295.45,48.0,1812.48,73.3,189,7.96,6.48
0.198,295.65,48.0,1873.92,73.3,199,8.01,6.36
0.198,295.64,48.0,2007.04,73.3,207,8.08,6.37
0.197,295.59,48.1,2129.92,73.3,214,7.96,6.32
0.198,295.5,48.1,2252.8,73.3,206,8.09,6.3
0.198,295.5,48.1,2355.2,73.3,211,8.1,6.32
0.199,283.52,48.1,2478.08,73.3,214,8.12,6.04
0.186,295.51,48.2,1597.44,73.3,200,7.56,6.28
0.2,295.44,48.2,1679.36,73.3,185,8.07,6.31
0.2,295.43,48.2,1771.52,73.3,187,8.07,6.29
0.2,295.46,48.3,1894.4,73.3,194,7.97,6.23
0.199,295.45,48.3,2048.0,73.3,198,7.94,6.23
0.199,285.85,48.3,2099.2,73.3,203,8.01,6.05
0.2,295.51,48.3,2232.32,73.3,206,7.96,6.23
0.2,295.48,48.4,2365.44,73.3,210,7.94,6.28
0.2,295.45,48.4,2488.32,73.3,237,7.91,6.32
0.2,295.44,48.4,1607.68,73.3,189,7.94,6.38
0.199,283.52,48.4,1669.12,73.3,185,8.03,6.08
0.188,295.52,48.4,1812.48,73.3,195,7.65,6.41
0.199,284.27,48.5,1873.92,73.3,195,8.02,6.1
0.198,295.68,48.5,1996.8,73.3,203,8.1,6.34
0.198,295.83,48.5,2170.88,73.3,206,8.02,6.31
0.191,295.82,48.6,2273.28,73.3,205,7.75,6.31
0.198,295.78,48.6,2385.92,73.3,207,7.93,6.32
0.198,295.83,48.6,2478.08,73.4,210,7.96,6.23
0.199,295.91,48.6,1576.96,73.3,191,8.04,6.22
0.199,295.94,48.7,1710.08,73.3,189,7.89,6.28
0.188,295.93,48.7,1822.72,73.3,197,7.45,6.29
0.199,295.91,48.7,1945.6,73.3,195,7.91,6.22
0.198,295.84,48.7,2058.24,73.3,203,7.81,6.22
0.198,295.79,48.8,2170.88,73.4,207,7.85,6.2
0.197,295.76,48.8,2273.28,73.4,209,7.83,6.23
0.197,295.79,48.8,2396.16,73.4,215,7.87,6.22
0.188,281.55,48.9,2508.8,73.4,217,7.51,5.97
0.189,295.83,48.9,1576.96,73.4,185,7.53,6.27
0.198,295.79,48.9,1720.32,73.4,191,7.92,6.41
0.198,295.77,48.9,1832.96,73.4,189,7.92,6.36
0.198,283.93,49.0,1884.16,73.4,197,7.92,6.06
0.198,295.81,49.0,2048.0,73.4,200,7.91,6.41
0.198,295.84,49.0,2140.16,73.4,210,7.93,6.39
0.187,295.78,49.0,2242.56,73.4,208,7.49,6.41
0.198,277.45,49.1,2314.24,73.4,217,7.85,6.04
0.198,285.96,49.1,2488.32,73.4,211,7.92,6.19
0.197,285.77,49.1,1617.92,73.4,188,7.76,6.24
0.199,295.22,49.1,1710.08,73.4,192,7.83,6.47
0.2,294.88,49.2,1802.24,73.4,192,7.86,6.4
0.193,294.12,49.2,1925.12,73.4,233,7.57,6.4
0.203,281.69,49.2,1996.8,73.4,200,7.89,6.14
0.194,293.49,49.2,2140.16,73.4,196,7.61,6.32
0.204,293.59,49.3,2273.28,73.4,210,7.98,6.32
0.196,293.55,49.3,2385.92,73.4,213,7.7,6.33
0.194,293.6,49.3,2508.8,73.4,214,7.62,6.31
0.205,293.69,49.4,1628.16,73.4,186,8.11,6.34
0.204,283.79,49.4,1679.36,73.4,187,7.99,6.05
0.203,294.13,49.4,1843.2,73.4,193,8.04,6.31
0.202,294.58,49.4,1955.84,73.4,204,8.03,6.26
0.2,295.32,49.4,2027.52,73.4,195,8.05,6.27
0.199,295.49,49.5,2160.64,73.4,203,7.97,6.28
0.199,295.45,49.5,2263.04,73.4,218,7.99,6.2
0.2,295.43,49.5,2375.68,73.4,207,8.02,6.17
0.199,295.43,49.6,2508.8,73.4,214,7.96,6.2
0.198,295.39,49.6,1607.68,73.4,187,8.01,6.26
0.199,295.36,49.6,1710.08,73.4,188,8.02,6.28
0.199,295.44,49.6,1822.72,73.4,199,7.93,6.3
0.199,295.55,49.6,1904.64,73.4,200,7.9,6.27
0.199,285.84,49.7,2037.76,73.4,199,7.9,5.97
0.2,295.58,49.7,2170.88,73.4,208,7.91,6.15
0.2,282.37,49.7,2232.32,73.4,200,7.98,5.94
0.191,295.58,49.8,2355.2,73.4,215,7.69,6.21
0.2,295.66,49.8,2457.6,73.4,218,8.0,6.25
0.199,295.66,49.8,2549.76,73.4,218,7.94,6.18
0.189,295.65,49.8,1720.32,73.4,189,7.54,6.27
0.199,295.67,49.9,1822.72,73.4,202,7.89,6.22
0.199,285.77,49.9,1873.92,73.4,192,7.96,6.0
0.198,295.74,49.9,2037.76,73.4,201,7.98,6.21
0.198,285.09,49.9,2088.96,73.4,199,7.89,6.01
0.198,285.23,50.0,2222.08,73.4,212,7.95,6.07
0.198,295.9,50.0,2324.48,73.4,211,7.94,6.27
0.2,295.97,50.0,2437.12,73.4,209,7.97,6.29
0.199,295.99,50.1,2560.0,73.4,220,7.96,6.3
0.192,295.98,50.1,1710.08,73.4,184,7.68,6.4
0.198,285.59,50.1,1812.48,73.4,193,7.94,6.09
0.188,296.08,50.1,1925.12,73.4,198,7.57,6.31
0.197,296.1,50.2,2017.28,73.4,195,8.01,6.31
0.198,296.13,50.2,2109.44,73.4,200,7.99,6.33
0.198,296.17,50.2,2222.08,73.4,202,8.09,6.3
0.198,285.0,50.2,2304.0,73.4,211,8.1,6.08
0.198,296.15,50.3,2457.6,73.4,207,8.06,6.3
0.196,296.11,50.3,2570.24,73.4,214,7.99,6.26
0.196,296.12,50.3,1679.36,73.4,188,8.1,6.37
0.199,296.14,50.3,1781.76,73.4,190,8.03,6.32
0.191,296.17,50.3,1894.4,73.4,199,7.74,6.29
0.197,282.97,50.4,1986.56,73.4,203,7.95,5.98
0.197,296.16,50.4,2109.44,73.4,204,7.87,6.24
0.198,296.13,50.4,2242.56,73.4,207,7.91,6.22
0.197,296.15,50.5,2355.2,73.4,212,7.92,6.17
0.198,296.17,50.5,2457.6,73.4,210,7.95,6.19
0.198,282.69,50.5,1576.96,73.4,183,7.98,5.92
0.198,282.3,50.5,1648.64,73.4,186,7.91,5.88
0.197,296.32,50.6,1730.56,73.4,217,7.91,6.03
0.198,296.22,50.6,1853.44,73.4,194,7.88,5.88
0.199,296.2,50.6,1925.12,73.4,191,7.86,5.89
0.199,296.09,50.6,2048.0,73.4,204,7.89,5.91
0.198,296.16,50.7,2170.88,73.4,199,7.79,5.94
0.199,296.13,50.7,2263.04,73.4,203,7.89,5.92
0.2,296.07,50.7,2385.92,73.4,205,7.84,5.9
0.199,296.05,50.8,2488.32,73.4,210,7.89,5.93
0.199,269.45,50.8,2549.76,73.4,212,7.87,5.3
0.2,295.96,50.8,1720.32,73.4,191,7.84,6.01
0.2,281.5,50.8,1771.52,73.4,192,7.88,5.94
0.193,296.07,50.8,1945.6,73.4,200,7.69,6.23
0.199,296.08,50.9,2068.48,73.4,201,7.87,6.2
0.2,296.07,50.9,2191.36,73.4,210,7.93,6.21
0.2,296.0,50.9,2273.28,73.4,212,7.97,6.21
0.2,296.0,51.0,2344.96,73.4,207,8.02,6.22
0.2,295.9,51.0,2488.32,73.4,215,8.07,6.24
0.202,295.84,51.0,1597.44,73.4,184,8.03,6.27
0.201,295.79,51.0,1720.32,73.4,189,8.08,6.35
0.2,295.75,51.1,1832.96,73.4,193,8.08,6.27
0.2,295.73,51.1,1925.12,73.4,191,8.14,6.26
0.199,295.73,51.1,2037.76,73.4,200,7.99,6.26
0.193,295.8,51.1,2160.64,73.4,208,7.72,6.24
0.2,295.91,51.2,2273.28,73.4,206,7.93,6.23
0.198,295.94,51.2,2396.16,73.4,208,7.86,6.24
0.193,295.92,51.2,2508.8,73.4,216,7.65,6.23
0.2,284.17,51.2,1617.92,73.4,185,7.97,6.0
0.199,296.12,51.3,1689.6,73.4,191,7.9,6.28
0.199,296.16,51.3,1822.72,73.4,186,7.87,6.26
0.2,285.16,51.3,1925.12,73.4,196,7.87,5.99
0.2,296.21,51.3,2007.04,73.4,196,8.0,6.22
0.199,296.2,51.4,2160.64,73.4,209,8.09,6.18
0.2,282.92,51.4,2263.04,73.4,209,8.05,5.96
0.2,296.19,51.4,2334.72,73.4,211,8.01,6.24
0.199,296.14,51.5,2498.56,73.4,210,7.96,6.19
0.2,296.09,51.5,1607.68,73.4,188,8.04,6.25
0.2,296.07,51.5,1730.56,73.4,193,8.08,6.29
0.199,296.03,51.5,1832.96,73.4,194,8.01,6.3
0.199,271.84,51.6,1884.16,73.4,197,8.14,5.76
0.2,296.05,51.6,2048.0,73.4,203,8.1,6.21
0.2,285.09,51.6,2099.2,73.4,205,8.06,5.99
0.2,281.69,51.6,2252.8,73.4,208,8.03,5.97
0.199,295.94,51.7,2375.68,73.4,206,8.09,6.25
0.199,284.98,51.7,2426.88,73.4,220,8.1,6.0
0.2,295.93,51.7,2570.24,73.4,219,8.01,6.24
0.2,279.78,51.7,1617.92,73.4,183,8.05,5.83
0.2,295.96,51.8,1792.0,73.4,188,8.06,6.23
0.2,295.98,51.8,1925.12,73.4,195,8.03,6.18
0.199,296.03,51.8,1996.8,73.4,200,7.97,6.19
0.2,296.02,51.8,2088.96,73.4,200,8.03,6.18
0.2,295.99,51.9,2242.56,73.4,209,8.08,6.12
0.201,296.0,51.9,2293.76,73.4,208,8.11,6.12
0.2,296.02,51.9,2447.36,73.4,213,8.07,6.15
0.199,296.08,51.9,2549.76,73.4,213,8.07,6.12
0.2,296.17,52.0,1628.16,73.4,190,8.05,6.16
0.191,296.16,52.0,1792.0,73.4,194,7.62,6.19
0.2,285.75,52.0,1832.96,73.4,191,8.02,5.91
0.2,284.88,52.1,1976.32,73.4,198,8.06,5.9
0.194,296.17,52.1,2088.96,73.5,200,7.76,6.16
0.201,296.2,52.1,2222.08,73.5,211,8.1,6.18
0.201,296.27,52.1,2304.0,73.4,204,8.06,6.21
0.201,296.32,52.1,2396.16,73.5,208,7.97,6.18
0.2,296.38,52.2,2560.0,73.5,218,7.92,6.19
0.194,296.34,52.2,1648.64,73.5,190,7.77,6.2
0.2,296.31,52.2,1761.28,73.5,197,7.95,6.26
0.199,296.34,52.3,1884.16,73.5,196,7.96,6.25
0.198,296.33,52.3,1945.6,73.5,198,8.0,6.24
0.198,296.33,52.3,2068.48,73.5,202,7.95,6.26
0.197,296.36,52.3,2191.36,73.5,201,7.95,6.22
0.197,283.25,52.4,2334.72,73.5,209,7.9,5.99
0.196,296.36,52.4,2426.88,73.5,211,7.98,6.25
0.196,280.29,52.4,2478.08,73.5,214,7.99,5.96
0.196,296.37,52.4,1648.64,73.5,188,8.02,6.35
0.196,296.3,52.5,1761.28,73.5,190,7.99,6.4
0.196,296.3,52.5,1904.64,73.5,196,7.99,6.35
0.197,296.32,52.5,1966.08,73.5,197,7.91,6.38
0.196,296.28,52.5,2088.96,73.5,201,7.92,6.38
0.196,296.23,52.6,2201.6,73.5,235,7.95,6.39
0.197,296.17,52.6,2334.72,73.5,211,7.91,6.35
0.196,282.67,52.6,2447.36,73.6,211,7.88,6.09
0.197,296.05,52.7,1576.96,73.6,184,7.87,6.28
0.191,295.98,52.7,1638.4,73.6,191,7.61,6.41
0.197,296.0,52.7,1781.76,73.6,199,7.92,6.42
0.197,296.06,52.7,1904.64,73.6,192,7.96,6.32
0.198,295.98,52.8,2027.52,73.6,202,7.98,6.27
0.197,295.94,52.8,2099.2,73.6,198,7.95,6.25
0.197,282.3,52.8,2170.88,73.6,211,8.03,6.01
0.197,296.03,52.8,2355.2,73.6,212,8.09,6.28
0.198,296.0,52.9,2416.64,73.6,208,8.12,6.3
